zi,u_id,unicode,pinyin,nstrokes,alias,traditional,as_part,is_radical,layer,desc_cn,zi_en,desc_en,ts,sort_val,is_active
且,8531,,qie3,,,,,,HSK_1-Common-02,,,and/moreover/yet/for the time being/to be about to/both (... and...),,290.0,Y
世,9379,,shi4,,,,,,HSK_1-Common-02,,,life/age/generation/era/world/lifetime/epoch/descendant/noble,,303.0,Y
丘,8631,,qiu1,,,,,,HSK_1-Common-02,,,mound/hillock/grave/classifier for fields,,291.0,Y
丘,8633,,qiu1,,,坵,,,HSK_1-Common-02,,,variant of 丘[qiu1]/hillock,,292.0,Y
丙,1825,,bing3,,,,,,HSK_1-Common-02,,,"""third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter """"C"""" or Roman """"III"""" in list """"A, B, C"""", or """"I, II, III"""" etc/ancient Chinese compass point: 165°/propyl""",,200.0,Y
业,11773,,ye4,,,業,,,HSK_1-Common-02,,,line of business/industry/occupation/job/employment/school studies/enterprise/property/(Buddhism) karma/deed/to engage in/already,,337.0,Y
丛,2620,,cong2,,,叢,,,HSK_1-Common-02,,,cluster/collection/collection of books/thicket,,211.0,Y
东,3126,,dong1,,,東,,,HSK_1-Common-02,,,east/host (i.e. sitting on east side of guest)/landlord,,223.0,Y
丝,9583,,si1,,,絲,,,HSK_1-Common-02,,,"silk/thread/trace/(cuisine) shreds or julienne strips/CL:條|条[tiao2]/classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc",,312.0,Y
主,13186,,zhu3,,,,,,HSK_1-Common-02,,,owner/master/host/individual or party concerned/God/Lord/main/to indicate or signify/trump card (in card games),,364.0,Y
乎,4530,,hu1,,,,,,HSK_1-Common-02,,,"(classical particle similar to 於|于[yu2]) in/at/from/because/than/(classical final particle similar to 嗎|吗[ma5], 吧[ba5], 呢[ne5], expressing question, doubt or astonishment)",,239.0,Y
乐,6333,,le4,,,樂,,,HSK_1-Common-02,,,happy/cheerful/to laugh,,263.0,Y
乐,12467,,yue4,,,樂,,,HSK_1-Common-02,,,music,,350.0,Y
书,9459,,shu1,,,書,,,HSK_1-Common-02,,,"book/letter/document/CL:本[ben3],冊|册[ce4],部[bu4]/to write",,307.0,Y
予,12294,,yu3,,,,,,HSK_1-Common-02,,,(literary) to give,,348.0,Y
仔,13375,,zi3,,,,,,HSK_1-Common-02,,,meticulous/(of domestic animals or fowls) young,,365.0,Y
他,235,,ta1,,,,,,HSK_1-Common-02,,,he;  him (used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/(literary) other,,315.0,Y
仗,12771,,zhang4,,,,,,HSK_1-Common-02,,,weaponry/to hold (a weapon)/to wield/to rely on/to depend on/war/battle  swollen  bloated,,356.0,Y
付,3740,,fu4,,,,,,HSK_1-Common-02,,,to pay/to hand over to/classifier for pairs or sets of things,,230.0,Y
仙,10878,,xian1,,,,,,HSK_1-Common-02,,,immortal,,328.0,Y
代,2763,,dai4,,,,,,HSK_1-Common-02,,,to substitute/to act on behalf of others/to replace/generation/dynasty/age/period/(historical) era/(geological) eon,,214.0,Y
令,6760,,ling4,,,,,,HSK_1-Common-02,,,to order/to command/an order/warrant/writ/to cause/to make sth happen/virtuous/honorific title/season/government position (old)/type of short song or poem,,267.0,Y
以,11860,,yi3,,,,,,HSK_1-Common-02,,,to use/by means of/according to/in order to/because of/at (a certain date or place),,339.0,Y
仪,11816,,yi2,,,儀,,,HSK_1-Common-02,,,apparatus/rites/appearance/present/ceremony,,338.0,Y
们,7241,,men5,,,們,,,HSK_1-Common-02,,,"plural marker for pronouns, and nouns referring to individuals",,271.0,Y
允,12508,,yun3,,,,,,HSK_1-Common-02,,,just/fair/to permit/to allow,,351.0,Y
兄,11210,,xiong1,,,,Y,,HSK_1-Common-02,,,elder brother,,331.0,Y
兰,6244,,lan2,,,蘭,,,HSK_1-Common-02,,,orchid (蘭花|兰花 Cymbidium goeringii)/fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei)/lily magnolia (木蘭|木兰),,262.0,Y
册,2013,,ce4,,,冊,,,HSK_1-Common-02,,,book/booklet/classifier for books,,202.0,Y
写,11108,,xie3,,,寫,,,HSK_1-Common-02,,,to write,,329.0,Y
冬,3124,,dong1,,,,,,HSK_1-Common-02,,,winter,,222.0,Y
出,2417,,chu1,,,,,,HSK_1-Common-02,,,"to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to happen/(used after a verb to indicate an outward direction or a positive result)/classifier for dramas, plays, operas etc",,207.0,Y
击,4885,,ji1,,,擊,,,HSK_1-Common-02,,,to hit/to strike/to break/Taiwan pr. [ji2],,244.0,Y
刊,5870,,kan1,,,,,,HSK_1-Common-02,,,to print/to publish/publication/periodical/to peel with a knife/to carve/to amend,,256.0,Y
刑,11182,,xing2,,,,,,HSK_1-Common-02,,,punishment/penalty/sentence/torture/corporal punishment,,330.0,Y
劝,8778,,quan4,,,勸,,,HSK_1-Common-02,,,to advise/to urge/to try to persuade/to exhort/to console/to soothe,,294.0,Y
办,1478,,ban4,,,辦,,,HSK_1-Common-02,,,to do/to manage/to handle/to go about/to run/to set up/to deal with,,194.0,Y
功,3977,,gong1,,,,,,HSK_1-Common-02,,,meritorious deed or service/achievement/result/service/accomplishment/work (physics),,233.0,Y
加,5050,,jia1,,,,,,HSK_1-Common-02,,,"to add/plus/(used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned)/to apply (restrictions etc) to (sb)/to give (support, consideration etc) to (sth)",,247.0,Y
务,10651,,wu4,,,務,,,HSK_1-Common-02,,,affair/business/matter/to be engaged in/to attend to/by all means,,327.0,Y
动,3136,,dong4,,,動,,,HSK_1-Common-02,,,"(of sth) to move/to set in movement/to displace/to touch/to make use of/to stir (emotions)/to alter/abbr. for 動詞|动词[dong4 ci2], verb",,224.0,Y
包,1506,,bao1,,,,,,HSK_1-Common-02,,,"to cover/to wrap/to hold/to include/to take charge of/to contract (to or for)/package/wrapper/container/bag/to hold or embrace/bundle/packet/CL:個|个[ge4],隻|只[zhi1]",,195.0,Y
匆,2602,,cong1,,,,,,HSK_1-Common-02,,,hurried/hasty,,210.0,Y
北,1555,,bei3,,,,,,HSK_1-Common-02,,,north/(classical) to be defeated,,196.0,Y
半,1470,,ban4,,,,,,HSK_1-Common-02,,,half/semi-/incomplete/(after a number) and a half,,193.0,Y
占,12711,,zhan1,,,,,,HSK_1-Common-02,,,to observe/to divine,,354.0,Y
占,12741,,zhan4,,,,,,HSK_1-Common-02,,,to take possession of/to occupy/to take up,,355.0,Y
卡,5846,,ka3,,,,,,HSK_1-Common-02,,,"""to stop/to block/(computing) (coll.) slow/(loanword) card/CL:張|张[zhang1],片[pian4]/truck (from """"car"""")/calorie (abbr. for 卡路里[ka3 lu4 li3])/cassette""",,255.0,Y
卡,8357,,qia3,,,,,,HSK_1-Common-02,,,to block/to be stuck/to be wedged/customs station/a clip/a fastener/a checkpost/Taiwan pr. [ka3],,288.0,Y
印,12054,,yin4,,,,,,HSK_1-Common-02,,,to print/to mark/to engrave/a seal/a print/a stamp/a mark/a trace/image,,342.0,Y
去,8733,,qu4,,,,,,HSK_1-Common-02,,,to go/to go to (a place)/(of a time etc) last/just passed/to send/to remove/to get rid of/to reduce/to be apart from in space or time/to die (euphemism)/to play (a part)/(when used either before or after a verb) to go in order to do sth/(after a verb of motion indicates movement away from the speaker)/(used after certain verbs to indicate detachment or separation),,293.0,Y
双,9535,,shuang1,,,雙,,,HSK_1-Common-02,,,two/double/pair/both/even (number),,311.0,Y
发,3407,,fa1,,,發,,,HSK_1-Common-02,,,to send out/to show (one's feeling)/to issue/to develop/to make a bundle of money/classifier for gunshots (rounds),,227.0,Y
发,3428,,fa4,,,髮,,,HSK_1-Common-02,,,hair/Taiwan pr. [fa3],,228.0,Y
古,4059,,gu3,,,,,,HSK_1-Common-02,,,ancient/old/paleo-,,234.0,Y
句,5686,,ju4,,,,,,HSK_1-Common-02,,,sentence/clause/phrase/classifier for phrases or lines of verse,,254.0,Y
另,6761,,ling4,,,,,,HSK_1-Common-02,,,other/another/separate/separately,,268.0,Y
叨,2867,,dao1,,,,,,HSK_1-Common-02,,,garrulous,,217.0,Y
叨,9932,,tao1,,,,,,HSK_1-Common-02,,,to receive the benefit of,,320.0,Y
只,12959,,zhi1,,,秖,,,HSK_1-Common-02,,,grain that has begun to ripen,,360.0,Y
只,12968,,zhi1,,,隻,,,HSK_1-Common-02,,,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",,361.0,Y
只,12996,,zhi3,,,,,,HSK_1-Common-02,,,only/merely/just/but,,363.0,Y
叫,5333,,jiao4,,,,,,HSK_1-Common-02,,,to shout/to call/to order/to ask/to be called/by (indicates agent in the passive mood),,249.0,Y
召,12798,,zhao4,,,,,,HSK_1-Common-02,,,to call together/to summon/to convene/temple or monastery (used in place names in Inner Mongolia),,357.0,Y
叮,3096,,ding1,,,,,,HSK_1-Common-02,,,"to sting or bite (of mosquito, bee etc)/to say repeatedly/to urge insistently/to ask repeatedly/to stick to a point/(onom.) tinkling or jingling sound",,221.0,Y
可,5950,,ke3,,,,,,HSK_1-Common-02,,,can/may/able to/to approve/to permit/to suit/(particle used for emphasis) certainly/very,,259.0,Y
台,143,,tai2,,,檯,,,HSK_1-Common-02,,,desk;  table,,317.0,Y
台,9834,,tai2,,,臺,,,HSK_1-Common-02,,,platform/stage/terrace/stand/support/station/broadcasting station/classifier for vehicles or machines,,318.0,Y
台,9837,,tai2,,,颱,,,HSK_1-Common-02,,,typhoon,,319.0,Y
右,167,,you4,,,,,,HSK_1-Common-02,,,(bound form) right;  right-hand side/(bound form) (politics) right of center/(bound form) (old) west/(literary) the right side as the side of precedence,,347.0,Y
叼,3040,,diao1,,,,,,HSK_1-Common-02,,,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone),,219.0,Y
吉,4929,,ji2,,,,,,HSK_1-Common-02,,,lucky/giga- (meaning billion or 10^9),,245.0,Y
四,9603,,si4,,,,,,HSK_1-Common-02,,,four/4,,313.0,Y
圣,9322,,sheng4,,,聖,,,HSK_1-Common-02,,,holy/sacred/saint/sage,,300.0,Y
处,2447,,chu3,,,處,,,HSK_1-Common-02,,,to reside/to live/to dwell/to be in/to be situated at/to stay/to get along with/to be in a position of/to deal with/to discipline/to punish,,208.0,Y
处,2457,,chu4,,,處,,,HSK_1-Common-02,,,"place/location/spot/point/office/department/bureau/respect/classifier for locations or items of damage: spot, point",,209.0,Y
外,10342,,wai4,,,,,,HSK_1-Common-02,,,outside/in addition/foreign/external,,325.0,Y
央,11638,,yang1,,,,,,HSK_1-Common-02,,,center/end/to beg/to plead,,336.0,Y
失,9324,,shi1,,,,,,HSK_1-Common-02,,,to lose/to miss/to fail,,301.0,Y
头,10182,,tou2,,,頭,,,HSK_1-Common-02,,,head/hair style/the top/end/beginning or end/a stub/remnant/chief/boss/side/aspect/first/leading/classifier for pigs or livestock/CL:個|个[ge4],,323.0,Y
奴,7786,,nu2,,,,,,HSK_1-Common-02,,,slave,,283.0,Y
奶,7555,,nai3,,,,,,HSK_1-Common-02,,,breast/milk/to breastfeed,,277.0,Y
奶,7557,,nai3,,,嬭,,,HSK_1-Common-02,,,mother/variant of 奶[nai3]; breast/milk/to breastfeed,,278.0,Y
孔,6001,,kong3,,,,,,HSK_1-Common-02,,,hole/CL:個|个[ge4]/classifier for cave dwellings,,260.0,Y
孕,12513,,yun4,,,,,,HSK_1-Common-02,,,pregnant,,352.0,Y
宁,7747,,ning2,,,寧,,,HSK_1-Common-02,,,peaceful/to pacify/to visit (one's parents etc),,281.0,Y
宁,7757,,ning4,,,寧,,,HSK_1-Common-02,,,would rather/to prefer/how (emphatic)/Taiwan pr. [ning2],,282.0,Y
它,9795,,ta1,,,,,,HSK_1-Common-02,,,it,,316.0,Y
对,275,,dui4,,,對,,,HSK_1-Common-02,,,right;  correct/towards,,225.0,Y
寺,9605,,si4,,,,,,HSK_1-Common-02,,,Buddhist temple/mosque/government office (old),,314.0,Y
尺,2327,,chi3,,,,,,HSK_1-Common-02,,,"a Chinese foot/one-third of a meter/a ruler/a tape-measure/one of the three acupoints for measuring pulse in Chinese medicine/CL:支[zhi1],把[ba3]",,203.0,Y
尼,7635,,ni2,,,,,,HSK_1-Common-02,,,Buddhist nun/(often used in phonetic spellings),,279.0,Y
左,13508,,zuo3,,,,,,HSK_1-Common-02,,,left/the Left (politics)/east/unorthodox/queer/wrong/differing/opposite/variant of 佐[zuo3],,366.0,Y
巧,8514,,qiao3,,,,,,HSK_1-Common-02,,,opportunely/coincidentally/as it happens/skillful/timely,,289.0,Y
巴,1392,,ba1,,,,,,HSK_1-Common-02,,,"to long for/to wish/to cling to/to stick to/sth that sticks/close to/next to/spread open/informal abbr. for bus 巴士[ba1 shi4]/bar (unit of pressure)/nominalizing suffix on certain nouns, such as 尾巴[wei3 ba5], tail",,190.0,Y
市,9393,,shi4,,,,,,HSK_1-Common-02,,,market/city/CL:個|个[ge4],,304.0,Y
布,1928,,bu4,,,,,,HSK_1-Common-02,,,cloth/to declare/to announce/to spread/to make known,,201.0,Y
帅,9525,,shuai4,,,帥,,,HSK_1-Common-02,,,"(bound form) commander-in-chief/(bound form) to lead; to command/handsome; graceful; dashing; elegant/(coll.) cool!; sweet!/(Chinese chess) general (on the red side, equivalent to a king in Western chess)",,310.0,Y
平,8141,,ping2,,,,,,HSK_1-Common-02,,,flat/level/equal/to tie (make the same score)/to draw (score)/calm/peaceful/abbr. for 平聲|平声[ping2 sheng1],,286.0,Y
幻,4675,,huan4,,,,,,HSK_1-Common-02,,,fantasy,,240.0,Y
幼,12217,,you4,,,,,,HSK_1-Common-02,,,young,,346.0,Y
式,9394,,shi4,,,,,,HSK_1-Common-02,,,type/form/pattern/style,,305.0,Y
引,12040,,yin3,,,,,,HSK_1-Common-02,,,"to draw (e.g. a bow)/to pull/to stretch sth/to extend/to lengthen/to involve or implicate in/to attract/to lead/to guide/to leave/to provide evidence or justification for/old unit of distance equal to 10 丈[zhang4], one-thirtieth of a km or 33.33 meters",,341.0,Y
归,4194,,gui1,,,歸,,,HSK_1-Common-02,,,to return/to go back to/to give back to/(of a responsibility) to be taken care of by/to belong to/to gather together/(used between two identical verbs) despite/to marry (of a woman) (old)/division on the abacus with a one-digit divisor,,236.0,Y
必,1654,,bi4,,,,,,HSK_1-Common-02,,,certainly/must/will/necessarily,,198.0,Y
扑,8190,,pu1,,,撲,,,HSK_1-Common-02,,,to throw oneself at/to pounce on/to devote one's energies/to flap/to flutter/to dab/to pat/to bend over,,287.0,Y
扒,1393,,ba1,,,,,,HSK_1-Common-02,,,to peel/to skin/to tear/to pull down/to cling to (sth on which one is climbing)/to dig,,191.0,Y
扒,7851,,pa2,,,,,,HSK_1-Common-02,,,to rake up/to steal/to braise/to crawl,,284.0,Y
打,2733,,da2,,,,,,HSK_1-Common-02,,,dozen (loanword),,212.0,Y
打,2750,,da3,,,,,,HSK_1-Common-02,,,to beat/to strike/to hit/to break/to type/to mix up/to build/to fight/to fetch/to make/to tie up/to issue/to shoot/to calculate/to play (a game)/since/from,,213.0,Y
扔,8879,,reng1,,,,,,HSK_1-Common-02,,,to throw/to throw away,,296.0,Y
托,10273,,tuo1,,,託,,,HSK_1-Common-02,,,to trust/to entrust/to be entrusted with/to act as trustee,,324.0,Y
扛,5907,,kang2,,,,,,HSK_1-Common-02,,,"to carry on one's shoulder/(fig.) to take on (a burden, duty etc)",,257.0,Y
扣,6023,,kou4,,,釦,,,HSK_1-Common-02,,,"button; to fasten/to button/button/buckle/knot/to arrest/to confiscate/to deduct (money)/discount/to knock/to smash, spike or dunk (a ball)/to cover (with a bowl etc)/(fig.) to tag a label on sb/(Tw) (loanword) code",,261.0,Y
斥,2345,,chi4,,,,,,HSK_1-Common-02,,,to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh,,204.0,Y
旦,2824,,dan4,,,,,,HSK_1-Common-02,,,"(literary) dawn; daybreak/dan, female role in Chinese opera (traditionally played by specialized male actors)",,216.0,Y
旧,5620,,jiu4,,,舊,,,HSK_1-Common-02,,,old/opposite: new 新/former/worn (with age),,253.0,Y
未,10498,,wei4,,,,,,HSK_1-Common-02,,,"not yet/did not/have not/not/8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep/ancient Chinese compass point: 210°",,326.0,Y
末,7465,,mo4,,,,,,HSK_1-Common-02,,,tip/end/final stage/latter part/inessential detail/powder/dust/opera role of old man,,274.0,Y
本,1587,,ben3,,,,,,HSK_1-Common-02,,,"root/stem/origin/source/this/the current/original/inherent/originally/classifier for books, periodicals, files etc",,197.0,Y
术,9512,,shu4,,,術,,,HSK_1-Common-02,,,method/technique,,308.0,Y
正,12919,,zheng1,,,,,,HSK_1-Common-02,,,first month of the lunar year,,358.0,Y
正,12937,,zheng4,,,,,,HSK_1-Common-02,,,straight/upright/proper/main/principal/to correct/to rectify/exactly/just (at that time)/right (in that place)/(math.) positive,,359.0,Y
母,7509,,mu3,,,,Y,Y,HSK_1-Common-02,,,mother/elderly female relative/origin/source/(of animals) female,,275.0,Y
民,7397,,min2,,,,,,HSK_1-Common-02,,,(bound form) the people/inhabitants of a country,,273.0,Y
永,12156,,yong3,,,,,,HSK_1-Common-02,,,forever/always/perpetual,,343.0,Y
汁,12955,,zhi1,,,,,,HSK_1-Common-02,,,juice,,362.0,Y
汇,4773,,hui4,,,匯,,,HSK_1-Common-02,,,to remit/to converge (of rivers)/to exchange,,241.0,Y
汇,4780,,hui4,,,彙,,,HSK_1-Common-02,,,class/collection,,242.0,Y
汉,533,,han4,,,漢,,,HSK_1-Common-02,,,Han ethnic group/Chinese (language)/the Han dynasty (206 BC-220 AD),,237.0,Y
灭,7382,,mie4,,,滅,,,HSK_1-Common-02,,,to extinguish or put out/to go out (of a fire etc)/to exterminate or wipe out/to drown,,272.0,Y
犯,3470,,fan4,,,,,,HSK_1-Common-02,,,to violate/to offend/to assault/criminal/crime/to make a mistake/recurrence (of mistake or sth bad),,229.0,Y
玉,12346,,yu4,,,,,,HSK_1-Common-02,,,jade,,349.0,Y
瓜,4107,,gua1,,,,Y,Y,HSK_1-Common-02,,,melon/gourd/squash,,235.0,Y
甘,3816,,gan1,,,,Y,Y,HSK_1-Common-02,,,sweet/willing,,232.0,Y
生,9303,,sheng1,,,,Y,Y,HSK_1-Common-02,,,to be born/to give birth/life/to grow/raw/uncooked/student,,299.0,Y
用,12167,,yong4,,,,,,HSK_1-Common-02,,,to use/to employ/to have to/to eat or drink/expense or outlay/usefulness/hence/therefore,,344.0,Y
甩,9523,,shuai3,,,,,,HSK_1-Common-02,,,to throw/to fling/to swing/to leave behind/to throw off/to dump (sb),,309.0,Y
田,10040,,tian2,,,,Y,Y,HSK_1-Common-02,,,field/farm/CL:片[pian4],,322.0,Y
由,260,,you2,,,,,,HSK_1-Common-02,,,to follow/from/because of;  due to/by,,345.0,Y
甲,5098,,jia3,,,,,,HSK_1-Common-02,,,"""first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/(used for an unspecified person or thing)/first (in a list, as a party to a contract etc)/letter """"A"""" or roman """"I"""" in list """"A, B, C"""", or """"I, II, III"""" etc/armor plating/shell or carapace/(of the fingers or toes) nail/bladed leather or metal armor (old)/ranking system used in the Imperial examinations (old)/civil administration unit in the baojia 保甲[bao3 jia3] system (old)/ancient Chinese compass point: 75°""",,248.0,Y
申,9260,,shen1,,,,,,HSK_1-Common-02,,,"to extend/to state/to explain/9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey/ancient Chinese compass point: 240°",,298.0,Y
电,3035,,dian4,,,電,,,HSK_1-Common-02,,,lightning/electricity/electric (bound form)/to get (or give) an electric shock/phone call or telegram etc/to send via telephone or telegram etc,,218.0,Y
白,1430,,bai2,,,,Y,Y,HSK_1-Common-02,,,white/snowy/pure/bright/empty/blank/plain/clear/to make clear/in vain/gratuitous/free of charge/reactionary/anti-communist/funeral/to stare coldly/to write wrong character/to state/to explain/vernacular/spoken lines in opera,,192.0,Y
皮,8025,,pi2,,,,Y,Y,HSK_1-Common-02,,,leather/skin/fur/CL:張|张[zhang1]/pico- (one trillionth)/naughty,,285.0,Y
目,47,,mu4,,,,Y,Y,HSK_1-Common-02,,,eye/(literary) to look;  to regard/eye (of a net),,276.0,Y
矛,7133,,mao2,,,,Y,Y,HSK_1-Common-02,,,spear/lance/pike,,270.0,Y
石,183,,dan4,,,,Y,Y,HSK_1-Common-02,,,dry measure for grain equal to ten dou 斗[dou3];  one hundred liters/ancient pr. [shi2],,215.0,Y
石,9357,,shi2,,,,Y,Y,HSK_1-Common-02,,,rock/stone/stone inscription/one of the eight categories of ancient musical instruments 八音[ba1 yin1],,302.0,Y
示,9410,,shi4,,,,,,HSK_1-Common-02,,,to show/to reveal,,306.0,Y
礼,6440,,li3,,,禮,,,HSK_1-Common-02,,,gift/rite/ceremony/CL:份[fen4]/propriety/etiquette/courtesy,,264.0,Y
禾,4401,,he2,,,,Y,Y,HSK_1-Common-02,,,cereal/grain,,238.0,Y
穴,11393,,xue2,,,,Y,Y,HSK_1-Common-02,,,cave/cavity/hole/acupuncture point/Taiwan pr. [xue4],,332.0,Y
立,6500,,li4,,,,Y,Y,HSK_1-Common-02,,,to stand/to set up/to establish/to lay down/to draw up/at once/immediately,,265.0,Y
纠,5587,,jiu1,,,糾,,,HSK_1-Common-02,,,to gather together/to investigate/to entangle/to correct,,252.0,Y
考,5922,,kao3,,,,,,HSK_1-Common-02,,,to check/to verify/to test/to examine/to take an exam/to take an entrance exam for/deceased father,,258.0,Y
节,5374,,jie1,,,節,,,HSK_1-Common-02,,,see 節骨眼|节骨眼[jie1 gu5 yan3],,250.0,Y
节,5410,,jie2,,,節,,,HSK_1-Common-02,,,"joint; node/(bound form) section; segment/solar term (one of the 24 divisions of the year in the traditional Chinese calendar)/seasonal festival/(bound form) to economize; to save/(bound form) moral integrity; chastity/classifier for segments: lessons, train wagons, biblical verses etc/knot (nautical miles per hour)",,251.0,Y
讨,9960,,tao3,,,討,,,HSK_1-Common-02,,,to invite/to provoke/to demand or ask for/to send armed forces to suppress/to denounce or condemn/to marry (a woman)/to discuss or study,,321.0,Y
让,8835,,rang4,,,讓,,,HSK_1-Common-02,,,"to yield/to permit/to let sb do sth/to have sb do sth/to make sb (feel sad etc)/by (indicates the agent in a passive clause, like 被[bei4])",,295.0,Y
训,11453,,xun4,,,訓,,,HSK_1-Common-02,,,to teach/to train/to admonish/instruction (from superiors)/teachings/rule,,334.0,Y
议,11967,,yi4,,,議,,,HSK_1-Common-02,,,to comment on/to discuss/to suggest,,340.0,Y
讯,11452,,xun4,,,訊,,,HSK_1-Common-02,,,to question/to ask/to interrogate/rapid/speedy/fast/news/information,,333.0,Y
